No,Message,Emotion,Feeling,,
8823,"Tweet #36:  Irmak Isitman tweeted ""  HexHeizzy: After the last episode, Game of Thrones is now staing to become problematic. And not in the way you think. The writing is…""",very sad,sad,"  HexHeizzy: After the last episode, Game of Thrones is now staing to become problematic. And not in the way you think. The writing is…",very sad
8824,"Tweet #37:  snowhite tweeted ""  jyrhighness: If my husband don’t sing one less lonely girl 4 me I would b very sad. https://t.co/rG49olNZ4k""",very sad,sad,  jyrhighness: If my husband don’t sing one less lonely girl 4 me I would b very sad. https://t.co/rG49olNZ4k,very sad
8825,"Tweet #38:  ندا شیرنی tweeted ""  mrsabdevilliers: Very sad to hear about #LahoreBlast .May Allah protect everyone 😭""",very sad,sad,  mrsabdevilliers: Very sad to hear about #LahoreBlast .May Allah protect everyone 😭,very sad
8826,"Tweet #39:  ABELING tweeted "" ISRAEL_PREDATOR Very sad , the same people who were victims of Hitler's hatred killings are doing the same thing to Palestinians without regret , what hypocrisy and a mad world we lived in""",very sad,sad," ISRAEL_PREDATOR Very sad , the same people who were victims of Hitler's hatred killings are doing the same thing to Palestinians without regret , what hypocrisy and a mad world we lived in",very sad
8827,"Tweet #40:  ستارہ نور Sitara Noor tweeted ""  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…""",very sad,sad,  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…,very sad
8828,"Tweet #41:  Rocks&Sand🇮🇳 tweeted ""Very sad, Sufis have always been the teachers if moderate Islam & peace. This is another warning to Pakistanis that they should rise against this radicalisation before Pakistan becomes another Syria or Palestine. https://t.co/6WZnqHJ77b""",very sad,sad,"Very sad, Sufis have always been the teachers if moderate Islam & peace. This is another warning to Pakistanis that they should rise against this radicalisation before Pakistan becomes another Syria or Palestine. https://t.co/6WZnqHJ77b",very sad
8829,"Tweet #42:  Swervo tweeted ""  ahmadf_o: It saddens me that I was terribly wrong about Coutinho. After showing hints of doing well, he was truly eaten up. Very sad tr…""",very sad,sad,"  ahmadf_o: It saddens me that I was terribly wrong about Coutinho. After showing hints of doing well, he was truly eaten up. Very sad tr…",very sad
8830,"Tweet #43:  Jasmine Roger tweeted ""  realDonaldTrump: The wonderful Diamond and Silk have been treated so horribly by Facebook. They work so hard and what has been done to…""",very sad,sad,  realDonaldTrump: The wonderful Diamond and Silk have been treated so horribly by Facebook. They work so hard and what has been done to…,very sad
8831,"Tweet #44:  WaQas khAn tweeted ""Very sad to hear ghastly attack on elite force near data darbar..Humanity loss😥""",very sad,sad,Very sad to hear ghastly attack on elite force near data darbar..Humanity loss😥,very sad
8832,"Tweet #45:  teddy tweeted "" utdxtra Very sad day.  Miss Sir alex in dug out 😍😍""",very sad,sad, utdxtra Very sad day.  Miss Sir alex in dug out 😍😍,very sad
8833,"Tweet #46:  निधि गुप्ता (भारतीय) 🇮🇳🙏🇮🇳 tweeted ""  Anamika31072181: 😢Very very sad and shameful. Mamta is Aurangzeb of Bengal. Hope the local Bengalis will now fight for their rights and…""",very sad,sad,  Anamika31072181: 😢Very very sad and shameful. Mamta is Aurangzeb of Bengal. Hope the local Bengalis will now fight for their rights and…,very sad
8834,"Tweet #47:  annaliese tweeted "" wynthxz kyot sad to hahaha my abba self is very happy 😂""",very sad,sad, wynthxz kyot sad to hahaha my abba self is very happy 😂,very sad
8835,"Tweet #48:  Claire Brown tweeted "" Glostermeteor  lewis_goodall It’s horrible to watch this unfolding in our country. It makes me feel very sad (and a tad frightened for our future). I hope we wake up before it’s too late.""",very sad,sad, Glostermeteor  lewis_goodall It’s horrible to watch this unfolding in our country. It makes me feel very sad (and a tad frightened for our future). I hope we wake up before it’s too late.,very sad
8836,"Tweet #49:  Tasha tweeted ""  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…""",very sad,sad,  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…,very sad
8837,"Tweet #50:  mohh_SWASH👳{ محمد } tweeted ""  barcacentre: Suárez: ""We are very sad, very hu.""""",very sad,sad,  barcacentre: Suárez: ,very sad
8838,"Tweet #51:  Muhammad Ahsan tweeted ""  nasir9002: Very sad indeed. China bans Muslims from fasting Ramadan in Xinjiang. Xinjiang has more Muslims https://t.co/HD6c5IeVTY""",very sad,sad,  nasir9002: Very sad indeed. China bans Muslims from fasting Ramadan in Xinjiang. Xinjiang has more Muslims https://t.co/HD6c5IeVTY,very sad
8839,"Tweet #52:  Carl tweeted ""And I say that is very very sad. If it had happened to them, all this violence with our children, they would think differently.  Losing a child is the worst thing in the world that could happen to any parent or grandparent. https://t.co/FnlpdLqKRU""",very sad,sad,"And I say that is very very sad. If it had happened to them, all this violence with our children, they would think differently.  Losing a child is the worst thing in the world that could happen to any parent or grandparent. https://t.co/FnlpdLqKRU",very sad
8840,"Tweet #53:  mai ✨ tweeted ""  jyrhighness: If my husband don’t sing one less lonely girl 4 me I would b very sad. https://t.co/rG49olNZ4k""",very sad,sad,  jyrhighness: If my husband don’t sing one less lonely girl 4 me I would b very sad. https://t.co/rG49olNZ4k,very sad
8841,"Tweet #54:  Jas Jones tweeted ""Fudge i felt that bro 😭So sad that i have a very very slim chance to be“His Excellency, Atty. Jones Jasper Ibardolaza Malihan, Ambassador of the Republic of the Philippines to Spain” 😩 https://t.co/Wp5He2dh8G""",very sad,sad,"Fudge i felt that bro 😭So sad that i have a very very slim chance to be“His Excellency, Atty. Jones Jasper Ibardolaza Malihan, Ambassador of the Republic of the Philippines to Spain” 😩 https://t.co/Wp5He2dh8G",very sad
8842,"Tweet #55:  zakaullah tweeted "" ZargulBaloch5  sakhtarmengal Very sad episode and apathy of punjab govt, closing doors of education for poor students of wealthy province.😥""",very sad,sad," ZargulBaloch5  sakhtarmengal Very sad episode and apathy of punjab govt, closing doors of education for poor students of wealthy province.😥",very sad
8843,"Tweet #56:  Gloria Iaccarino tweeted "" KristinaBehr  News12NJ Very sad,no need for something like this to happen.bring to a shelter,would’ve had a better chance.Something must be wrong with her😢""",very sad,sad," KristinaBehr  News12NJ Very sad,no need for something like this to happen.bring to a shelter,would’ve had a better chance.Something must be wrong with her😢",very sad
8844,"Tweet #57:  Engr Adeife tweeted ""  ogundamisi: Unexpected and very sad news. I wish  PeterObi a quick recovery. BREAKING: Peter Obi Suffers Hea Attack, Admitted In An…""",very sad,sad,"  ogundamisi: Unexpected and very sad news. I wish  PeterObi a quick recovery. BREAKING: Peter Obi Suffers Hea Attack, Admitted In An…",very sad
8845,"Tweet #58:  Peter Mizzi tweeted ""Very sad to hear of the passing of Lilian Kyle the former manager of Edwin Starr (what a great act Edwin was, on the many times I used him he always had the crowd (young or old) in a frenzy). In past years I did a... https://t.co/2XnaHLhOdU""",very sad,sad,"Very sad to hear of the passing of Lilian Kyle the former manager of Edwin Starr (what a great act Edwin was, on the many times I used him he always had the crowd (young or old) in a frenzy). In past years I did a... https://t.co/2XnaHLhOdU",very sad
8846,"Tweet #59:  ponle taiwo pumping tweeted ""With deep sense of humor.. please help a friend.. he was my secondary school mate.. very brilliant...  I am very sad seen this please help ....  iam_Davido  wizkidayo  OfficialPDPNig  MuslimAdvocates  CNN  AlikoDangote  realFemiOtedola  funkeakindele https://t.co/vnRk2ebyBr""",very sad,sad,With deep sense of humor.. please help a friend.. he was my secondary school mate.. very brilliant...  I am very sad seen this please help ....  iam_Davido  wizkidayo  OfficialPDPNig  MuslimAdvocates  CNN  AlikoDangote  realFemiOtedola  funkeakindele https://t.co/vnRk2ebyBr,very sad
8847,"Tweet #60:  Lauren_Ebooks tweeted ""- sad, why are you sad, very cute, must be protected :""",very sad,sad,"- sad, why are you sad, very cute, must be protected :",very sad
8848,"Tweet #61:  ax tweeted "" PROMlSEMlN oh thats why I dont see them :( I'm not subscribed and sad yeehaw and I miss you very very much b, I'll never forget you love. Its so nice to see you :(""",very sad,sad," PROMlSEMlN oh thats why I dont see them :( I'm not subscribed and sad yeehaw and I miss you very very much b, I'll never forget you love. Its so nice to see you :(",very sad
8849,"Tweet #62:  R.M.S. tweeted ""  Willie700WLW: Former Gov John Kasich on CNN again.. he is used by the MSM to do their bidding ripping on Trump.. Very Sad.. doubt he kn…""",very sad,sad,  Willie700WLW: Former Gov John Kasich on CNN again.. he is used by the MSM to do their bidding ripping on Trump.. Very Sad.. doubt he kn…,very sad
8850,"Tweet #63:  Kay Main 💧 tweeted ""  marianneleitch:  KayMa08727580  LouiseBeaston  annabelcrabb  CliveFPalmer  michaelkoziol  rfidler Very sad. We’ve come so far with er…""",very sad,sad,  marianneleitch:  KayMa08727580  LouiseBeaston  annabelcrabb  CliveFPalmer  michaelkoziol  rfidler Very sad. We’ve come so far with er…,very sad
8851,"Tweet #64:  Silence Dogood Jr tweeted "" realannapaulina It is even more sad that the paies foment the divide between Americans and their members and leaders want nothing more than hyper paisanship to maintain their control...very sad and creates anarchy""",very sad,sad, realannapaulina It is even more sad that the paies foment the divide between Americans and their members and leaders want nothing more than hyper paisanship to maintain their control...very sad and creates anarchy,very sad
8852,"Tweet #65:  Zarrar Khuhro tweeted ""  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…""",very sad,sad,  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…,very sad
8853,"Tweet #66:  👌🏼🎙Neil Waine🎙👌🏼 tweeted "" benahamilton Yeah. Long road to recovery either way. Very sad.""",very sad,sad, benahamilton Yeah. Long road to recovery either way. Very sad.,very sad
8854,"Tweet #67:  ᴀʟɪᴀʜ tweeted ""  jyrhighness: If my husband don’t sing one less lonely girl 4 me I would b very sad. https://t.co/rG49olNZ4k""",very sad,sad,  jyrhighness: If my husband don’t sing one less lonely girl 4 me I would b very sad. https://t.co/rG49olNZ4k,very sad
8855,"Tweet #68:  J. Truthe tweeted "" MSNBC This isn't news but gossip. But, that's what MSNBC has become....very sad.""",very sad,sad," MSNBC This isn't news but gossip. But, that's what MSNBC has become....very sad.",very sad
8856,"Tweet #69:  Cathy U’Ren tweeted ""I am so grateful to see this issue in the public eye. This is so sad and so real. Emotional blackmail from clients who can’t pay is so very very damaging. “Vets face the emotional burden of having to pay themselves or see an animal they know they can save, die” 😭 https://t.co/fTYwwd6CUS""",very sad,sad,"I am so grateful to see this issue in the public eye. This is so sad and so real. Emotional blackmail from clients who can’t pay is so very very damaging. “Vets face the emotional burden of having to pay themselves or see an animal they know they can save, die” 😭 https://t.co/fTYwwd6CUS",very sad
8857,"Tweet #70:  Kishan Lal Rohilla tweeted "" TwitterMoments Whenever, by whoever, wherever,  such incident no accept. We all are pa life on this eah. Very sad about the incident.""",very sad,sad," TwitterMoments Whenever, by whoever, wherever,  such incident no accept. We all are pa life on this eah. Very sad about the incident.",very sad
8858,"Tweet #71:  ذكرنناهم♡¡. tweeted "" ii2iiy I’m sad very sad""",very sad,sad, ii2iiy I’m sad very sad,very sad
8859,"Tweet #72:  Margalla hills tweeted ""  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…""",very sad,sad,  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…,very sad
8860,"Tweet #73:  Thato Matuka tweeted ""Very sad.... I hope KK & Patrick resolve this.. we come a long way! https://t.co/2rjIlqmy5Z""",very sad,sad,Very sad.... I hope KK & Patrick resolve this.. we come a long way! https://t.co/2rjIlqmy5Z,very sad
8861,"Tweet #74:  Abid Yaqoob tweeted "" Lahorepoliceops Very sad to hear this. Salute to   maers. Allah award them highest rank in jannah and give sabar to their families. Govt to take care their families""",very sad,sad, Lahorepoliceops Very sad to hear this. Salute to   maers. Allah award them highest rank in jannah and give sabar to their families. Govt to take care their families,very sad
8862,"Tweet #75:  Farhan Khan tweeted ""A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen have been critically injured in Charadda.#LahoreBlast#DataDarbar""",very sad,sad,A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen have been critically injured in Charadda.#LahoreBlast#DataDarbar,very sad
8863,"Tweet #76:  Mehrdad tweeted "" Xbox  XboxP3 SAD Edition very SAD, even Days Gone is better than anything on Xbox.""",very sad,sad," Xbox  XboxP3 SAD Edition very SAD, even Days Gone is better than anything on Xbox.",very sad
8864,"Tweet #77:  Jan Drinkwater tweeted "" annabelcrabb  billshoenmp  ABCTV Watching the debate Annabel and Bill looks flat and very sad""",very sad,sad, annabelcrabb  billshoenmp  ABCTV Watching the debate Annabel and Bill looks flat and very sad,very sad
